date,text,username,tweet_clean,tweet_sentiment
2014-08-24 04:09:11,Living is the major conundrum in Hong Kong #living #housing #rooftop #temporary #problem #photographer… http://instagram.com/p/sESwAfmZDq/,ManKitTse,Living is the major conundrum in Hong Kong #living #housing #rooftop #temporary #problem #photographer http://instagram.com/p/sESwAfmZDq/,positive
2014-08-18 15:23:17,The beginning of Hong Kong public housing. #hongkong #vintage #heritage #oldschool #flashback… http://instagram.com/p/r2DICxl6fE/,jonasliu,The beginning of Hong Kong public housing #hongkong #vintage #heritage #oldschool #flashback http://instagram.com/p/r2DICxl6fE/,neutral
2014-08-13 22:34:32,"Quality of life Hong Kong's quality of life is dropping, with any economic gains offset by housing slipping further out of reach for",fedangma,Quality of life Hong Kong's quality of life is dropping with any economic gains offset by housing slipping further out of reach for,positive
2014-08-01 08:31:46,"@VanessaLeeTaub Yes, and then they shell a school that is housing innocent civilians who are fleeing the violence. That's indefensible",KapilKirpalani,Yes and then they shell a school that is housing innocent civilians who are fleeing the violence That's indefensible,positive
2014-07-31 16:47:11,Good news:our factory sell lamp housing of led flood lamps now. Please email me: lamber@lambergroup.com pic.twitter.com/t7Eosc4ezd,jamesalfly,Good news:our factory sell lamp housing of led flood lamps now Please email me lamber .com pic.twitter.com/t7Eosc4ezd,positive
2014-07-23 09:50:41,NYTimes: The Top Properties in Hong Kong Housing Resist Market Forces http://nyti.ms/1nkhEuv,FacingChina,NYTimes The Top Properties in Hong Kong Housing Resist Market Forces http://nyti.ms/1nkhEuv,positive
2014-07-23 08:54:56,"Housing in New Territories HK #hongkong #housing @New Territories, Hong Kong http://instagram.com/p/qyaBAmue0C/",r_redz,Housing in New Territories HK #hongkong #housing Territories Hong Kong http://instagram.com/p/qyaBAmue0C/,positive
2014-07-19 02:21:33,"Beautiful old temple in the middle of a housing estate. So out of place, so cool. #hongkong #temple… http://instagram.com/p/qnZ0LvHxiF/",Globe_rockers_n,Beautiful old temple in the middle of a housing estate So out of place so cool #hongkong #temple http://instagram.com/p/qnZ0LvHxiF/,positive
2014-07-14 02:44:59,Random picture - facade of a public housing estate in #hongkong @Quarry Bay http://instagram.com/p/qakhjHvvpA/,g4gary,Random picture facade of a public housing estate in #hongkong Bay http://instagram.com/p/qakhjHvvpA/,negative
2014-07-09 09:55:43,Can't wait to see the poster about radial city housing and atopic dermatitis affection! Excellent job catching attention! #IA14,yeipijotape,Can't wait to see the poster about radial city housing and atopic dermatitis affection Excellent job catching attention #IA14,positive
2014-07-07 09:29:33,Bdgs housing +20000 people! #HongKong compact city! :O #IA14,yeipijotape,Bdgs housing +20000 people #HongKong compact city :O #IA14,positive
2014-07-07 07:24:59,"Hong Kong has free health care, almost free education, & 50% people have free housing. No unemployment. Budget surpluses. #Capitalismworks",jerrystweet,Hong Kong has free health care almost free education 50 people have free housing No unemployment Budget surpluses #Capitalismworks,positive
2014-06-05 02:52:53,"@theroot247 NYC Cops Raid Harlem Housing Projects, Make Some 100 Arrests http://bit.ly/1pGQAI0",DashDeCosta,NYC Cops Raid Harlem Housing Projects Make Some 100 Arrests http://bit.ly/1pGQAI0,neutral
2014-05-20 19:58:00,Veeder News : Housing debt still traps 10 million Americans http://www.washingtonpost.com/business/housing-debt-still-traps-10-million-americans/2014/05/20/d4cc9cdc-e03d-11e3-9442-54189bf1a809_story.html …,veederworld,Veeder News Housing debt still traps 10 million Americans http://www.washingtonpost.com/business/housing-debt-still-traps-10-million-americans/2014/05/20/d4cc9cdc-e03d-11e3-9442-54189bf1a809_story.html …,neutral
2014-05-18 06:21:47,"@obetmaz Suspect not as good but housing, schools & commuting all much better. People who feel repeatedly mislead & have lost trust will go",The_Spud,Suspect not as good but housing schools commuting all much better People who feel repeatedly mislead have lost trust will go,positive
2014-05-07 15:22:09,"So, my HK temp housing is on 'Rednaxela St'...which 'Alexander St' backwards after a clerk misspelled back in the day http://m.travel.cnn.com/hong-kong/visit/hong-kong-street-signs-260136 …",allenpenn,So my HK temp housing is on 'Rednaxela St'...which 'Alexander St backwards after a clerk misspelled back in the day http://m.travel.cnn.com/hong-kong/visit/hong-kong-street-signs-260136 …,neutral
2014-04-23 23:24:05,“ @peoplemag: Jon Bon Jovi helps open low-income housing in Philly. http://peoplem.ag/w4JT4 ” @spence_amyx (I'm bored at the airport),SarahMarley19,Jon Bon Jovi helps open low-income housing in Philly http://peoplem.ag/w4JT4 _amyx (I'm bored at the airport),negative
2014-04-20 09:34:49,#Classic #iconic #Public #housing #estate in #HK which is called #ChoiHung ( #Rainbow in Cantonese )… http://instagram.com/p/nAb2xKnSQA/,derek_hysteric,#Classic #iconic #Public #housing #estate in #HK which is called #ChoiHung #Rainbow in Cantonese ) http://instagram.com/p/nAb2xKnSQA/,positive
2014-04-20 04:31:04,#JinHKMO I happened to stumble across Hong Kong's Tiong Bahru - Model Housing Estate is the oldest… http://instagram.com/p/m_5F-WEiKG/,kuekj,#JinHKMO I happened to stumble across Hong Kong's Tiong Bahru Model Housing Estate is the oldest http://instagram.com/p/m_5F-WEiKG/,negative
2014-04-16 03:41:48,"""Weekdays"" at one of #HongKong's most colorful housing estates: http://instagram.com/p/m1cHdmCXu7/ #discoverhongkongpic.twitter.com/43YzsiXh8D",Maurice,"""Weekdays at one of #HongKong's most colorful housing estates http://instagram.com/p/m1cHdmCXu7 #discoverhongkongpic.twitter.com/43YzsiXh8D",positive
2014-04-08 12:03:21,A flyby over Macau's housing estate. Thanks to @boodee_celio for the helping hand! #mytoyplane… http://instagram.com/p/mhzURzJnWx/,vnthota,A flyby over Macau's housing estate Thanks to _celio for the helping hand #mytoyplane http://instagram.com/p/mhzURzJnWx/,positive
2014-04-05 06:56:43,One the famous government housing estates in #HongKong. @Wah Fu Estate 華富邨 http://instagram.com/p/mZh1ucK5_k/,howardwong1,One the famous government housing estates in #HongKong Fu Estate 華富 http://instagram.com/p/mZh1ucK5_k/,positive
2014-04-04 04:44:15,Old housing blocks #picoftheday #photooftheday #instabuilding #instadaily #building #buildings… http://instagram.com/p/mWtjk-jmgK/,Jennalky,Old housing blocks #picoftheday #photooftheday #instabuilding #instadaily #building #buildings http://instagram.com/p/mWtjk-jmgK/,positive
2014-03-24 05:38:26,"Trees of life, rejuvenating traditional local housing is quite a good way to let more people how the… http://instagram.com/p/l6fV6cOQ-3/",law14chun,Trees of life rejuvenating traditional local housing is quite a good way to let more people how the http://instagram.com/p/l6fV6cOQ-3/,positive
2014-03-20 19:34:32,iPhone 5 housing pic.twitter.com/Q21qT4waBc,Happylcd,iPhone 5 housing pic.twitter.com/Q21qT4waBc,neutral
2014-03-20 19:33:18,iPhone 5 housing pic.twitter.com/Twor1KE840,Happylcd,iPhone 5 housing pic.twitter.com/Twor1KE840,neutral
2014-03-20 19:32:18,iPhone 5 housing pic.twitter.com/TRSi70PRh6,Happylcd,iPhone 5 housing pic.twitter.com/TRSi70PRh6,neutral
2014-03-19 02:34:51,"@primroseriordan Would be interested to see similar data for other cities, like NY, Vancouver. How fear drives the housing market",eldestran,Would be interested to see similar data for other cities like NY Vancouver How fear drives the housing market,positive
2014-03-16 02:11:28,"Baby-boomer housing subsidy over, no longer needed @MarkThoma: What Can Take the Place of Fannie and Freddie? - WSJ http://blogs.wsj.com/economics/2014/03/15/what-can-take-the-place-of-fannie-and-freddie/ …",likeimonfire,Baby-boomer housing subsidy over no longer needed What Can Take the Place of Fannie and Freddie WSJ http://blogs.wsj.com/economics/2014/03/15/what-can-take-the-place-of-fannie-and-freddie …,neutral
2014-03-14 19:27:57,"@RichardBlyth7 1/2 How HK manages high density, high rise living with high quality living environment, urban transport housing management",Lady__Lex,1/2 How HK manages high density high rise living with high quality living environment urban transport housing management,positive
2014-03-14 19:07:15,"Housing land supply shortage, SD, Climate change, economic development, Ageing population: Hong Kong's challenges sound all too familiar?",Lady__Lex,Housing land supply shortage SD Climate change economic development Ageing population Hong Kong's challenges sound all too familiar?,positive
2014-03-10 11:37:09,"@STPropertySG finally, prices of public housing have reached its peak with prices per sqft matching that of smaller condo units.",cnjo,finally prices of public housing have reached its peak with prices per sqft matching that of smaller condo units.,neutral
2014-03-10 08:45:46,Electronic Device Housing And Electronic Device #H05K #H05K5 http://w.pat.tc/WO2014032252A1 pic.twitter.com/oSBnGsbiXd,w_pat_tc,Electronic Device Housing And Electronic Device #H05K #H05K5 http://w.pat.tc/WO2014032252A1 pic.twitter.com/oSBnGsbiXd,neutral
2014-02-26 04:06:24,"@Steve_Dunthorne at first thought the translate was ""poor housing""...might be foreshadowing.",glennhk,"_Dunthorne at first thought the translate was ""poor housing""...might be foreshadowing.",negative
2014-02-26 03:58:51,Housing Authority to come up with financial plan for next year as basis for talks over government funding #hkbudget,Steve_Dunthorne,Housing Authority to come up with financial plan for next year as basis for talks over government funding #hkbudget,neutral
2014-02-20 16:03:48,“ @YahooFinance: A new threat to the housing recovery http://yhoo.it/1oVSpik @aarontask interviews @quentintong,ipazzport,A new threat to the housing recovery http://yhoo.it/1oVSpik interviews,positive
2014-02-16 14:21:07,#cable #car #hongkong #hongkongmoments #air #sky #skyscraper #housing #buildings #sea#bridge #road… http://instagram.com/p/keuinJwJhQ/,hellodamianHK,#cable #car #hongkong #hongkongmoments #air #sky #skyscraper #housing #buildings #sea#bridge #road http://instagram.com/p/keuinJwJhQ/,neutral
2014-02-13 02:28:26,High density housing #hongkong #lantau island @Tung Chung 東涌 http://instagram.com/p/kVumJQAp_Q/,GarethJonesCA,High density housing #hongkong #lantau island Chung 東 http://instagram.com/p/kVumJQAp_Q/,positive
2014-02-13 00:16:55,Best thing about #hongkong? Makes #Vancouver housing seem very affordable #allrelative #couldbeworse,JonSCWong,Best thing about #hongkong Makes #Vancouver housing seem very affordable #allrelative #couldbeworse,positive
2014-02-03 10:41:17,@Steve_Dunthorne remember our development secretaries have a vested interest to keep this type of housing alive until they get NWNT money,glennhk,_Dunthorne remember our development secretaries have a vested interest to keep this type of housing alive until they get NWNT money,positive
2014-01-22 07:51:39,Fragrant burnt offerings outside public housing. D pic.twitter.com/O9FuClIt4D,faithson77,Fragrant burnt offerings outside public housing D pic.twitter.com/O9FuClIt4D,neutral
2014-01-22 01:56:58,New skills. || The security guards at this housing estate are pesky and don't like you taking photos.… http://instagram.com/p/jdBgaciZOl/,nashker,New skills | The security guards at this housing estate are pesky and don't like you taking photos. http://instagram.com/p/jdBgaciZOl/,positive
2014-01-15 04:37:02,"Housing summary: poor to the NT ghettos, more glam mousetraps, keeping the game stacked against new entrants #hk #policyaddress2014",glennhk,Housing summary poor to the NT ghettos more glam mousetraps keeping the game stacked against new entrants #hk #policyaddress2014,negative
2014-01-15 04:32:52,"'Rebuild housing ladder' by encouraging public tenants to buy subsidised flats. Yeah, good luck with that ... #policyaddress2014",Steve_Dunthorne,'Rebuild housing ladder by encouraging public tenants to buy subsidised flats Yeah good luck with that .. #policyaddress2014,positive
2014-01-15 04:22:05,Lift development moratorium in south of Pok Fu Lam for public housing #policyaddress2014,Steve_Dunthorne,Lift development moratorium in south of Pok Fu Lam for public housing #policyaddress2014,neutral
2014-01-15 04:17:27,"Housing shortage serious. High rent, tiny homes. Putting production units off reproducing. Need to plan for long term #policyaddress2014",Steve_Dunthorne,Housing shortage serious High rent tiny homes Putting production units off reproducing Need to plan for long term #policyaddress2014,negative
2014-01-15 03:32:51,Watchword for new subsidy is simplicity and avoidance of abuse. Same rules as public housing. No restriction on new arrivals #policyaddress,Steve_Dunthorne,Watchword for new subsidy is simplicity and avoidance of abuse Same rules as public housing No restriction on new arrivals #policyaddress,positive
2014-01-10 20:05:30,WO2014001785A1 A Multi-directional Pad For An Underwater Camera Housing #G03B #G03B17 http://w.pat.tc/WO2014001785A1 pic.twitter.com/NLspFlTuuW,w_pat_tc,WO2014001785A1 A Multi-directional Pad For An Underwater Camera Housing #G03B #G03B17 http://w.pat.tc/WO2014001785A1 pic.twitter.com/NLspFlTuuW,neutral
2014-01-05 02:15:31,Questionable logic on free water; drama over CM housing; Kejriwal for PM: #AAP has cheesed off enough that donations are down to a trickle,diglamb,Questionable logic on free water drama over CM housing Kejriwal for PM #AAP has cheesed off enough that donations are down to a trickle,negative
2014-01-03 07:21:04,New campus at #HKU housing all the academics. Built on principles of sustainability. pic.twitter.com/NteMgZ15an,cgateway6,New campus at #HKU housing all the academics Built on principles of sustainability pic.twitter.com/NteMgZ15an,positive
2014-01-03 00:17:01,What are these numbers for?? #hongkong #housing #estate #latergram @Mei Lam Estate 美林邨 http://instagram.com/p/ir690TLWfc/,Vennesa,What are these numbers for? #hongkong #housing #estate #latergram Lam Estate 美林 http://instagram.com/p/ir690TLWfc/,neutral
2013-12-20 01:06:30,"""Housing Bubble 2.0"" - Same As "" #Housing #Bubble 1.0""; Just Different Actors http://feedproxy.google.com/~r/zerohedge/feed/~3/7Nk0hdFNd1c/story01.htm …",AndreaLivotto,"""Housing Bubble 2.0 Same As #Housing #Bubble 1.0"" Just Different Actors http://feedproxy.google.com/~r/zerohedge/feed/~3/7Nk0hdFNd1c/story01.htm …",neutral
2013-12-14 04:13:52,Xmas decorations in my housing estate are up! ;) @Grand Promenade 嘉亨灣 http://instagram.com/p/h42K_MRem9/,xsakuraphie,Xmas decorations in my housing estate are up ; Promenade 嘉亨 http://instagram.com/p/h42K_MRem9/,neutral
2013-12-09 02:41:10,"Photographs of Hong Kong public housing by Chan Wang, Max. @Hong Kong Museum of Art 香港藝術館 http://instagram.com/p/hrzf6mgtQd/",VAJIAJIA,Photographs of Hong Kong public housing by Chan Wang Max Kong Museum of Art 香港藝術 http://instagram.com/p/hrzf6mgtQd/,neutral
2013-11-28 06:28:46,Absolutely no land available for housing in Hong Kong. None at all. pic.twitter.com/xR3DVbvBGx,larrysalibra,Absolutely no land available for housing in Hong Kong None at all pic.twitter.com/xR3DVbvBGx,positive
2013-11-27 05:38:51,@MarcusBurtBKK @WizardofWindsor if it turns violent.. How you think the housing and condo market gonna do? We debated about that before,freakingcat,if it turns violent. How you think the housing and condo market gonna do We debated about that before,negative
2013-11-12 21:05:03,@CllrLeonSpence sure. But it's misleading to call it a tax. It's a reduction in benefits based on occupancy of social housing. Not so short!,smather21,sure But it's misleading to call it a tax It's a reduction in benefits based on occupancy of social housing Not so short!,positive
2013-11-05 16:25:58,@Paddygray1 Hi Paddy. I am off to Singapore Thurs. Wed is sadly packed. No rest for the wicked! Are you meeting HK Housing Society?,MichaelNeweyBHG,Hi Paddy I am off to Singapore Thurs Wed is sadly packed No rest for the wicked Are you meeting HK Housing Society?,negative
2013-11-05 03:30:57,"Great pleasure to spend time with Marci Wu, Chairman of Hong Kong Housing Society and #RICS member since 1974, to discuss housing issues",MichaelNeweyBHG,Great pleasure to spend time with Marci Wu Chairman of Hong Kong Housing Society and #RICS member since 1974 to discuss housing issues,positive
2013-11-02 08:59:18,Packing 'em in. #hongkong public housing @Shun Tin Estate 順天邨 http://instagram.com/p/gNNWfowGA7/,pstebbings,Packing 'em in #hongkong public housing Tin Estate 順天 http://instagram.com/p/gNNWfowGA7/,neutral
2013-10-11 07:54:14,iPhone 5S cooler back cover housing #iphone5s #iphone5scolor #icoloriphone5s #new #nice #popular @… http://instagram.com/p/fUcHvwzRFH/,segmartvip,iPhone 5S cooler back cover housing #iphone5s #iphone5scolor #icoloriphone5s #new #nice #popular @ http://instagram.com/p/fUcHvwzRFH/,positive
2013-10-06 07:20:10,The Blair Witch Housing Project #AddaWordRuinaMovie,VirgilRealityE,The Blair Witch Housing Project #AddaWordRuinaMovie,neutral
2013-09-28 13:38:58,@DocAndrewWilson fascinating that you're using auction clearance rates as proof that doubts about housing prices are misplaced. #weird,ozwah,fascinating that you're using auction clearance rates as proof that doubts about housing prices are misplaced #weird,negative
2013-09-14 03:02:36,There's been a car crash and I have been queuing for a bus for 1h 45m encounting. I for see another 2 housing of queuing :/,Kanpai888,There's been a car crash and I have been queuing for a bus for 1h 45m encounting I for see another 2 housing of queuing :/,negative
2013-09-08 14:34:01,Tosser “ @xinwenxiaojie: Paul Chan : developing #hk's country parks for housing should not be taboo subject http://rthk.hk/rthk/news/englishnews/news.htm?hightlight&20130908&56&948394 …”,Steve_Dunthorne,Tosser Paul Chan developing #hk's country parks for housing should not be taboo subject http://rthk.hk/rthk/news/englishnews/news.htm?hightlight&20130908&56&948394 …”,negative
2013-09-01 23:52:40,WO2013123737A1 Mobile Terminal Housing And Fabrication Method Therefor #H05K #H05K5 http://w.pat.tc/WO2013123737A1,w_pat_tc,WO2013123737A1 Mobile Terminal Housing And Fabrication Method Therefor #H05K #H05K5 http://w.pat.tc/WO2013123737A1,neutral
2013-08-18 07:55:19,Nice exhibition INSIDE the Red Brick Housing. Photo by Chow Kar Hoo #yaumatei @Red Brick Building 紅磚屋 http://instagram.com/p/dJZi7dqXKE/,Studio_Leung,Nice exhibition INSIDE the Red Brick Housing Photo by Chow Kar Hoo #yaumatei Brick Building 紅磚 http://instagram.com/p/dJZi7dqXKE/,positive
2013-08-11 10:17:53,housing apartment.. (with Bina at Liberté 昇悅居) — https://path.com/p/3MiOwR,bilgaga,housing apartment. (with Bina at Libert 昇悅居 https://path.com/p/3MiOwR,neutral
2013-07-11 15:05:54,MVRDV wins Swiss housing competition http://zite.to/131ZBiD via @zite,Leggotunglei,MVRDV wins Swiss housing competition http://zite.to/131ZBiD via,positive
2013-07-10 22:25:12,My Ipad Mini Housing! :) #16gb #white #wifi #cellular #protection #fruitsofhardwork #hongkong… http://instagram.com/p/bmh8K0Prvb/,princessme820,My Ipad Mini Housing : #16gb #white #wifi #cellular #protection #fruitsofhardwork #hongkong http://instagram.com/p/bmh8K0Prvb/,neutral
2013-07-03 13:20:42,Portal. | This public housing complex has four circular inner courtyards. And the guards don't like… http://instagram.com/p/bTh99AiZBc/,nashker,Portal This public housing complex has four circular inner courtyards And the guards don't like http://instagram.com/p/bTh99AiZBc/,negative
2013-06-21 23:54:18,at one of the most luxurious hotels housing one of the largest casinos in macau! #macau #getaway… http://instagram.com/p/a1xSuYqItd/,sammyong,at one of the most luxurious hotels housing one of the largest casinos in macau #macau #getaway http://instagram.com/p/a1xSuYqItd/,positive
2013-06-08 14:05:20,"IIT-Madras engineers showcase low cost housing model. Amazing, hopefully we see it in practice soon. http://toi.in/PjGKSb",neerajkushwaha,IIT-Madras engineers showcase low cost housing model Amazing hopefully we see it in practice soon http://toi.in/PjGKSb,positive
2013-06-06 14:02:58,@JackDromeyMP @MMaryMcKenna no labour won't. They oppose housing Ben changes and didn't do it for 13 years. #blamangeinahurricane,racrozier,no labour won't They oppose housing Ben changes and didn't do it for 13 years #blamangeinahurricane,neutral
2013-06-05 14:25:10,@akigunners housing?,nogizaka_peter,housing?,neutral
2013-05-27 00:57:57,@TheKouk It's just laughable that you would use data provided by the CBA to show how things are going with housing. #conflictofinterest,ozwah,It's just laughable that you would use data provided by the CBA to show how things are going with housing #conflictofinterest,negative
2013-05-17 11:40:19,Waiting for today's dinner wif my family n my dad's fd @Housing Authority Staff Club Restaurant… http://instagram.com/p/ZaVUBQmrac/,CANDYWONG510,Waiting for today's dinner wif my family n my dad's fd Authority Staff Club Restaurant http://instagram.com/p/ZaVUBQmrac/,neutral
2013-05-12 14:55:04,The Ark Floating Housing Project by Alexander Remizov http://zite.to/14emjTA via @zite,Leggotunglei,The Ark Floating Housing Project by Alexander Remizov http://zite.to/14emjTA via,neutral
2013-05-11 17:12:55,Housing warming chez David's & Haruko. Thanks for veggie consideration and best options for me :))) &… http://instagram.com/p/ZLej0gISsc/,figilav,Housing warming chez David's Haruko Thanks for veggie consideration and best options for me :)) & http://instagram.com/p/ZLej0gISsc/,positive
2013-05-08 03:41:19,Living conditions for illegal immigrants = terrible for all countries; you can’t loop them all up for “poor housing conditions” #HK #s,seeminglee,Living conditions for illegal immigrants terrible for all countries you can’t loop them all up for “poor housing conditions #HK #s,negative
2013-04-14 17:08:52,WO2013049994A1 Waterproof Housing For Digital Devices Having Capacitive Touch Screen And Its ... #G03B #G03B17 http://w.pat.tc/WO2013049994A1,w_pat_tc,WO2013049994A1 Waterproof Housing For Digital Devices Having Capacitive Touch Screen And Its .. #G03B #G03B17 http://w.pat.tc/WO2013049994A1,neutral
2013-04-09 12:19:34,New Products Bubble Limpid Beer Pattern Glass Back Cover Housing Replacement for iPhone 4S http://bit.ly/11NLJrr,ilongsight,New Products Bubble Limpid Beer Pattern Glass Back Cover Housing Replacement for iPhone 4S http://bit.ly/11NLJrr,positive
2013-03-29 05:00:52,New Products Full Housing Transparent Plastic Replacement Back Cover for iPhone 5 - http://ilongsight.com http://bit.ly/11TJzIS,ilongsight,New Products Full Housing Transparent Plastic Replacement Back Cover for iPhone 5 http://ilongsight.com http://bit.ly/11TJzIS,positive
2013-03-22 16:18:23,New Products Sparkling Diamond Top and Bottom Metal Cover for iPhone 5 Back Housing - White Rhinestone and Pin... http://bit.ly/ZFh6T0,ilongsight,New Products Sparkling Diamond Top and Bottom Metal Cover for iPhone 5 Back Housing White Rhinestone and Pin.. http://bit.ly/ZFh6T0,positive
2013-03-21 15:59:04,Housing in Hong Kong @South Wave Court 南濤閣 http://instagr.am/p/XIBz-3BoNQ/,CooperYoo,Housing in Hong Kong Wave Court 南濤 http://instagr.am/p/XIBz-3BoNQ/,neutral
2013-03-12 16:03:14,WO2013029492A1 Terminal Device And Molds Of Keystroke Shell And Inner Housing Thereof #H01H #H01H13 http://w.pat.tc/WO2013029492A1,w_pat_tc,WO2013029492A1 Terminal Device And Molds Of Keystroke Shell And Inner Housing Thereof #H01H #H01H13 http://w.pat.tc/WO2013029492A1,neutral
2013-03-06 11:20:05,New Products Full Housing Transparent Without Apple Logo Plastic Replacement Back Cover for iPhone 5 - ilongsi http://bit.ly/105y1hf,ilongsight,New Products Full Housing Transparent Without Apple Logo Plastic Replacement Back Cover for iPhone 5 ilongsi http://bit.ly/105y1hf,positive
2013-02-11 01:48:39,Lung Chun House: old people's housing/my crib. Represent yo! #lungchun @MrsMinhk #hkstanley @赤柱迎馬樓 http://instagr.am/p/VkqKXhop6Y/,T_Minhk,Lung Chun House old people's housing/my crib Represent yo #lungchun #hkstanley @赤柱迎馬 http://instagr.am/p/VkqKXhop6Y/,positive
2013-02-02 23:37:30,"@paddyzab @patrick the other problem is that 75% of the rental market is government subsidized ""social"" housing, highly restricting contract",provoost,"the other problem is that 75 of the rental market is government subsidized ""social housing highly restricting contract",positive
2013-01-30 04:57:57,Visit An Obscure Museum By Yourself Day! The Hong Kong Housing Authority Headquarter Exhibition is surprisingly interesting.,laurelchor,Visit An Obscure Museum By Yourself Day The Hong Kong Housing Authority Headquarter Exhibition is surprisingly interesting.,positive
2013-01-28 16:35:10,Singapore's public housing trumps hkg's hands down.,aylm3r,Singapore's public housing trumps hkg's hands down.,negative
2013-01-19 07:00:54,"Another shot of Man Cheong Street Housing Complex, case study of hyperdense living #IncidentsOfTravelpic.twitter.com/vC4v4WCx",LTTDS,Another shot of Man Cheong Street Housing Complex case study of hyperdense living #IncidentsOfTravelpic.twitter.com/vC4v4WCx,negative
