date,text,username,tweet_clean,tweet_sentiment
2014-04-12 12:27:40,"@LiuYeeYan wait, the cause of the health problems might be air pollution ah",Wing_Germanotta,wait the cause of the health problems might be air pollution ah,neutral
2014-04-11 08:14:43,On photography assignment: Air pollution Meet my baby!!! :-* #TST #theamazingspiderman #love #marvel… http://instagram.com/p/mpHiX9hBUY/,nicolekitkit,On photography assignment Air pollution Meet my baby!! :- #TST #theamazingspiderman #love #marvel http://instagram.com/p/mpHiX9hBUY/,positive
2014-03-25 08:40:40,"Robert Friedland, Ivanhoe Mines: Toyota, Honda, Hyundai and Nissan-Renault cars will cut harmful exhausts to fight air pollution #mmhk2014",Batzul,Robert Friedland Ivanhoe Mines Toyota Honda Hyundai and Nissan-Renault cars will cut harmful exhausts to fight air pollution #mmhk2014,neutral
2014-03-25 08:35:52,"Robert Friedland, Ivanhoe Mines: Electric car is a ""fraud"", because electricity is produced by burning coal in China #airpollution #mmhk2014",Batzul,"Robert Friedland Ivanhoe Mines Electric car is a ""fraud"" because electricity is produced by burning coal in China #airpollution #mmhk2014",neutral
2014-03-19 12:03:46,Low sulfur switch for cruise ships please! #hongkong #airpollution #action http://shipandbunker.com/news/apac/441124-low-sulfur-switch-for-hong-kong-cruise-ships-would-drop-so2-by-71 …,anitam_852,Low sulfur switch for cruise ships please #hongkong #airpollution #action http://shipandbunker.com/news/apac/441124-low-sulfur-switch-for-hong-kong-cruise-ships-would-drop-so2-by-71 …,positive
2014-03-19 06:15:19,#ummmm #chemical #factory #release #smoke #discoid #the #air #pollution #chesad @somewhere http://instagram.com/p/ltrlutwvsa/,Leggotunglei,#ummmm #chemical #factory #release #smoke #discoid #the #air #pollution #chesad http://instagram.com/p/ltrlutwvsa/,neutral
2014-03-17 14:58:46,"Paris bans cars, makes transit free to fight air pollution http://zite.to/1mc5vbw",Leggotunglei,Paris bans cars makes transit free to fight air pollution http://zite.to/1mc5vbw,positive
2014-03-17 05:13:52,I am surprised the French did not tackle Parisian air pollution by declaring 2 weeks of holiday.,ctaihui,I am surprised the French did not tackle Parisian air pollution by declaring 2 weeks of holiday.,positive
2014-03-03 03:17:35,"Hong Kong of yesterday. This is not the air pollution, just cloudy. @Star Ferry Pier (Tsim Sha Tsui)… http://instagram.com/p/lEKh7ZjM-u/",adesignerjp,Hong Kong of yesterday This is not the air pollution just cloudy Ferry Pier (Tsim Sha Tsui) http://instagram.com/p/lEKh7ZjM-u/,neutral
2013-12-10 09:52:16,Instagram has a new filter. #hongkong air pollution. @1 Chatham Path http://instagram.com/p/hvJpqPhyBa/,PenguinSix,Instagram has a new filter #hongkong air pollution Chatham Path http://instagram.com/p/hvJpqPhyBa/,positive
2013-12-10 07:10:19,#hongkong chief executive activates air pollution missile defense system. Don't you feel safer? @Star… http://instagram.com/p/hu3F1dhyEp/,PenguinSix,#hongkong chief executive activates air pollution missile defense system Don't you feel safer http://instagram.com/p/hu3F1dhyEp/,neutral
2013-12-08 03:13:00,air pollution doe,gunsgopau,air pollution doe,neutral
2013-12-04 11:21:42,seem not to be so bad air pollution in Hong Kong.,shosho,seem not to be so bad air pollution in Hong Kong.,negative
2013-11-22 02:28:02,"Dr. Jennie Mui Lee criticizes HK's high transportation fares, air pollution and real estate developers at CUHK graduation address #HK #CUHK",duwenzhe,Dr Jennie Mui Lee criticizes HK's high transportation fares air pollution and real estate developers at CUHK graduation address #HK #CUHK,positive
2013-10-03 02:47:42,“ @youngposthk: #HongKong’s Air Pollution Index was “very high”...this morning. #airpollution #HKproblems” Still breathing?Not that bad then,johnALnicolas,#HongKong’s Air Pollution Index was “very high”...this morning #airpollution #HKproblems Still breathing?Not that bad then,negative
2013-08-21 08:42:01,WhereDidKowloonGo?? Hong Kong Air Pollution Index popping 100. Hold your breath! @Panorama Gardens 景雅花園 http://instagram.com/p/dRNTLWsPpm/,sergiofly,WhereDidKowloonGo? Hong Kong Air Pollution Index popping 100 Hold your breath Gardens 景雅花 http://instagram.com/p/dRNTLWsPpm/,neutral
2013-08-21 02:01:22,#Hongkong air pollution terrible this morning. Wind from NW so mainland crap dumped on us again. #China,Roy_Allen,#Hongkong air pollution terrible this morning Wind from NW so mainland crap dumped on us again #China,negative
2013-08-09 02:08:49,"""Minibuses and Taxis Responsible For Up To 40% Of Roadside Nitrogen Dioxide Pollution"" #HongKong #air #pollution @cleanairnetwork",adfx,"""Minibuses and Taxis Responsible For Up To 40 Of Roadside Nitrogen Dioxide Pollution #HongKong #air #pollution",positive
2013-08-02 15:27:53,"@zhongnanhai @ChinaRealTime 40% of city's air pollution? That's not what the article says. ""40% of some kinds of roadside pollution.""",Roy_Allen,"40 of city's air pollution That's not what the article says ""40 of some kinds of roadside pollution.""",neutral
2013-07-02 15:02:10,@iamrabbit wow nice!!! But take care ar! The air pollution problem still not improved^^,_dearyesung_,wow nice!! But take care ar The air pollution problem still not improved^^,positive
2013-05-29 11:29:23,@JeromeTaylor Prevalence of Myopia here in Hong Kong is high & escalating. Contacts = more irritation due to air pollution/conditioning.,LanyLopez,Prevalence of Myopia here in Hong Kong is high escalating Contacts more irritation due to air pollution/conditioning.,positive
2013-04-14 05:14:30,Horrid stinky #air #pollution in #HongKong #HK cancels plans for outdoor pursuits (@Diamond Hill 鑽石山) [pic]: http://4sq.com/ZhXUM7,i4harold,Horrid stinky #air #pollution in #HongKong #HK cancels plans for outdoor pursuits ( Hill 鑽石山 [pic] http://4sq.com/ZhXUM7,neutral
2013-04-13 10:48:51,@OfficialDrMike I think a show in the impact of air pollution would be useful.,LawrenceWGray,I think a show in the impact of air pollution would be useful.,positive
2013-04-04 03:21:35,"Good morning Shenzhen! Magnificent view frm 83rd Floor, St Regis Hotel. Air pollution China? What ARE they on about? pic.twitter.com/q62j2k9tmI",adriennegarrard,Good morning Shenzhen Magnificent view frm 83rd Floor St Regis Hotel Air pollution China What ARE they on about pic.twitter.com/q62j2k9tmI,positive
2013-03-17 10:11:01,@dexradio frame is very upgrade able. Winter here not a problem. The air pollution however...,HKSteve33,frame is very upgrade able Winter here not a problem The air pollution however...,positive
2013-02-24 09:59:04,Toronto sunsets are not bad. Bangkok subsets are still the best (largely thanks to the air pollution which spreads the epic color lol),pkennethv,Toronto sunsets are not bad Bangkok subsets are still the best (largely thanks to the air pollution which spreads the epic color lol),positive
2013-01-29 12:31:57,“ @guardianeco: China's air pollution again at danger levels http://gu.com/p/3dd3g/tf ” the west exports pollution & import cheap goods,aboynamedsue_,China's air pollution again at danger levels http://gu.com/p/3dd3g/tf the west exports pollution import cheap goods,positive
2013-01-17 01:24:27,"“ @FactHive: Living in Beijing, China for 1 month is the same as smoking 5 cigarettes due to air pollution in the city.” @kurtcallahan agree?",mmruthai,Living in Beijing China for 1 month is the same as smoking 5 cigarettes due to air pollution in the city. agree?,negative
2013-01-15 16:25:31,"I'm a survivor! "" @TheAtlantic: Beijing's extreme air pollution can be seen from space http://theatln.tc/W85sNv (NASA/NOAA) pic.twitter.com/jywnT3ZA""",aalexchu,"I'm a survivor Beijing's extreme air pollution can be seen from space http://theatln.tc/W85sNv (NASA/NOAA pic.twitter.com/jywnT3ZA""",negative
2013-01-15 16:10:41,China's state media admits to air pollution crisis http://bit.ly/W8vUGO,ThinkerInMotion,China's state media admits to air pollution crisis http://bit.ly/W8vUGO,neutral
2012-12-07 06:17:41,@DelamarArias @chicogarcia dont adapt to air pollution! #BAQ12,mayagx,dont adapt to air pollution #BAQ12,neutral
2012-12-07 00:05:33,@iamapolicious cuz pakishare @cleanairasia dont adapt to air pollution - hairy nose campaign - #BAQ12 http://www.youtube.com/watch?v=Qnpzw893gq8&feature=youtu.be …,mayagx,cuz pakishare dont adapt to air pollution hairy nose campaign #BAQ12 http://www.youtube.com/watch?v=Qnpzw893gq8&feature=youtu.be …,neutral
2012-12-07 00:04:05,@iansomerhalder Please share this video -dont adapt to air pollution @cleanairasia #BAQ12 http://www.youtube.com/watch?v=Qnpzw893gq8&feature=youtu.be …,mayagx,Please share this video -dont adapt to air pollution #BAQ12 http://www.youtube.com/watch?v=Qnpzw893gq8&feature=youtu.be …,neutral
2012-12-07 00:02:48,@MsLeaSalonga @cleanairasia dont adapt to air pollution- hairy nose campaign - #BAQ12 http://www.youtube.com/watch?v=Qnpzw893gq8&feature=youtu.be …,mayagx,dont adapt to air pollution hairy nose campaign #BAQ12 http://www.youtube.com/watch?v=Qnpzw893gq8&feature=youtu.be …,neutral
2012-12-07 00:01:09,@KristieKenney please watch this vid and share @cleanairasia don't adapt to air pollution - hairy nose campaign http://www.youtube.com/watch?v=Qnpzw893gq8&feature=youtu.be … #BAQ12,mayagx,please watch this vid and share don't adapt to air pollution hairy nose campaign http://www.youtube.com/watch?v=Qnpzw893gq8&feature=youtu.be #BAQ12,neutral
2012-12-02 09:58:20,@hypercasey I think you’re the first person to use the phrase “gorgeous air pollution”. :-),zhongnanhai,I think you’re the first person to use the phrase “gorgeous air pollution” :-),positive
2012-11-10 00:21:38,"My left eye has been itching ever since I got here now, my British cleanliness is not used to HK's air pollution.",charlzton,My left eye has been itching ever since I got here now my British cleanliness is not used to HK's air pollution.,neutral
2012-10-18 11:34:17,in central hk I thought the air pollution was the worst I have experienced then just saw the news that it has reached hazardous levels.,seoulinthecity,in central hk I thought the air pollution was the worst I have experienced then just saw the news that it has reached hazardous levels.,positive
2012-10-18 02:12:05,Hong Kong air pollution very high the government issued a health warning for the eighth day running as roadside monitoring stations showed,fedangma,Hong Kong air pollution very high the government issued a health warning for the eighth day running as roadside monitoring stations showed,positive
2012-08-29 02:47:21,#hongkong has an #airpollution problem. You can smell it. #pollution #hk @Central 中環 http://instagr.am/p/O5SbZRhIuH/,parvictor,#hongkong has an #airpollution problem You can smell it #pollution #hk 中 http://instagr.am/p/O5SbZRhIuH/,neutral
2012-08-08 06:19:10,Horrible air #pollution completely obscuring Beacon Hill (@The Sky Garden) [pic]: http://4sq.com/ON3jWx,i4harold,Horrible air #pollution completely obscuring Beacon Hill ( Sky Garden [pic] http://4sq.com/ON3jWx,negative
2012-08-08 03:34:28,“ @AirPollutionnew: Hong Kong Air Pollution 'Very High' at All 3 Roadside Stations - Bloomberg http://bit.ly/Qe8Amk ” ai-yaaa!,lizzialcita,Hong Kong Air Pollution 'Very High at All 3 Roadside Stations Bloomberg http://bit.ly/Qe8Amk ai-yaaa!,positive
2012-08-05 02:20:21,Back in Hong Kong! Ughhh. Air pollution !! Missing Kyoto and Amami now. Deep cleansing facial must book soon !!,prettybooked,Back in Hong Kong Ughhh Air pollution ! Missing Kyoto and Amami now Deep cleansing facial must book soon !!,negative
2012-08-03 01:18:01,air pollution from where I am now... pic.twitter.com/qrlG6Q6Q,aerand12,air pollution from where I am now.. pic.twitter.com/qrlG6Q6Q,neutral
2012-07-06 12:07:36,Hell RT @scala: International - Michael Zhao - A Stunning Visualization of China's Air Pollution - The Atlantic http://bit.ly/MZncpD,hnjhj,Hell RT International Michael Zhao A Stunning Visualization of China's Air Pollution The Atlantic http://bit.ly/MZncpD,positive
2012-04-21 05:14:02,#hk http://yfrog.com/hslhsbej shows the air #pollution is back in #HongKong today,i4harold,#hk http://yfrog.com/hslhsbej shows the air #pollution is back in #HongKong today,neutral
2012-04-21 03:00:53,Today's air pollution is quite bad! Even Times Square seems hazey! @Hong Kong Flute Centre http://instagr.am/p/JqnRZrtHNa/,stephenleemusic,Today's air pollution is quite bad Even Times Square seems hazey Kong Flute Centre http://instagr.am/p/JqnRZrtHNa/,negative
2011-12-18 17:50:07,Air pollution in Hong Kong is causing my bronchitis to flare up ... I hate it here.,jtr0nic,Air pollution in Hong Kong is causing my bronchitis to flare up .. I hate it here.,negative
2011-11-22 00:58:41,6 mile run this morning cut short by bizarre looking air pollution on track air looked brown?? Decided to go inside!,AndrewWoods2,6 mile run this morning cut short by bizarre looking air pollution on track air looked brown? Decided to go inside!,positive
2011-07-15 09:26:49,"just standing here looking at all the air pollution, the frequent passing of ships and boats, also the sun revealing from behind the clouds.",ssmifff,just standing here looking at all the air pollution the frequent passing of ships and boats also the sun revealing from behind the clouds.,negative
2011-07-08 09:30:41,Kwung tong is seriously polluted. Its so stuffy! Hardly breathing.. Taking in air pollution.,kitty_cheung,Kwung tong is seriously polluted Its so stuffy Hardly breathing. Taking in air pollution.,negative
2011-07-06 13:32:38,Shocking. @cleanairnetwork RT @fastcompany: Not good for lungs tests show air pollution affects the brain and depression http://bit.ly/qUbRWw,JaumePrimero,Shocking RT Not good for lungs tests show air pollution affects the brain and depression http://bit.ly/qUbRWw,negative
2011-04-27 11:03:55,"@ke_mo__07_09 Thank you so much. I have Allergic rhinitis, because Hong Kong's air pollution is very serious",HelloCheukling,_mo__07_09 Thank you so much I have Allergic rhinitis because Hong Kong's air pollution is very serious,negative
2011-04-12 11:02:07,The great thing about air pollution is how you can look right at the sun. #china,__P__J,The great thing about air pollution is how you can look right at the sun #china,positive
2011-01-20 04:12:49,am reviewing d HK's air pollution control ordinance.. and me dont knouw wher to start.. http://www.koprol.com/s/1F7An,dialektikaksara,am reviewing d HK's air pollution control ordinance. and me dont knouw wher to start. http://www.koprol.com/s/1F7An,neutral
2019-07-04 07:10:09,How bad is the air pollution in #Jakarta? Just ask the residents suing the government https://buff.ly/2KWGnsF By @restyworo,SCMPAsia,How bad is the air pollution in #Jakarta Just ask the residents suing the government https://buff.ly/2KWGnsF By,negative
2019-07-03 14:33:33,"Petition: Call Actions for Air Pollution in Hong Kong According to the WHO, Air pollution kills 4.2 million people each year, this is more than half the population of Hong Kong. According to studies conducted by the HKU, increasing concentrations of particulate matter, … pic.twitter.com/2SxYmJmDMa",support_hk,Petition Call Actions for Air Pollution in Hong Kong According to the WHO Air pollution kills 4.2 million people each year this is more than half the population of Hong Kong According to studies conducted by the HKU increasing concentrations of particulate matter pic.twitter.com/2SxYmJmDMa,positive
2019-07-03 13:00:00,"From backyard fireworks to barbeque parties, #4thofJuly presents an unseen problem for homeowners - Indoor #AirPollution Luckily with the help of uHoo, you can now see the invisible enemy. Get uHoo #AirSensor now at 15% http://bit.ly/2NsyZY1 #Independenceday #uHoopic.twitter.com/CgdxWOsotr",uhooair,From backyard fireworks to barbeque parties #4thofJuly presents an unseen problem for homeowners Indoor #AirPollution Luckily with the help of uHoo you can now see the invisible enemy Get uHoo #AirSensor now at 15 http://bit.ly/2NsyZY1 #Independenceday #uHoopic.twitter.com/CgdxWOsotr,positive
2019-07-03 12:30:00,"""How Many Asthma Cases Are Linked to Pollution?"" #Airpollution, #airquality #allergies, #NCCOhttps://www.pollutionsolutions-online.com/news/air-clean-up/16/breaking-news/how-many-asthma-cases-are-linked-to-pollution/49258 …",LimitedRht,"""How Many Asthma Cases Are Linked to Pollution? #Airpollution #airquality #allergies #NCCOhttps://www.pollutionsolutions-online.com/news/air-clean-up/16/breaking-news/how-many-asthma-cases-are-linked-to-pollution/49258 …",positive
2019-07-03 11:30:00,"From backyard fireworks to barbeque parties, #4thofJuly presents an unseen problem for homeowners - Indoor #AirPollution Luckily with the help of uHoo, you can now see the invisible enemy. Get uHoo Air Sensor now at 15% off http://bit.ly/2NsyZY1 #IndependenceDaypic.twitter.com/BB0NxCC8ll",uhooair,From backyard fireworks to barbeque parties #4thofJuly presents an unseen problem for homeowners Indoor #AirPollution Luckily with the help of uHoo you can now see the invisible enemy Get uHoo Air Sensor now at 15 off http://bit.ly/2NsyZY1 #IndependenceDaypic.twitter.com/BB0NxCC8ll,positive
2019-07-02 07:59:38,Jakarta residents to sue government over severe air pollution https://www.theguardian.com/world/2019/jul/02/jakarta-residents-to-sue-government-over-severe-air-pollution?CMP=share_btn_tw …,merv8888,Jakarta residents to sue government over severe air pollution https://www.theguardian.com/world/2019/jul/02/jakarta-residents-to-sue-government-over-severe-air-pollution?CMP=share_btn_tw …,neutral
2019-07-02 07:28:02,Jakarta residents to sue government over severe air pollution https://www.theguardian.com/world/2019/jul/02/jakarta-residents-to-sue-government-over-severe-air-pollution?CMP=share_btn_tw …,benjameslucas,Jakarta residents to sue government over severe air pollution https://www.theguardian.com/world/2019/jul/02/jakarta-residents-to-sue-government-over-severe-air-pollution?CMP=share_btn_tw …,neutral
2019-07-02 03:59:35,"I was just looking at footage from last year in Delhi, showing the pollution during Diwali celebrations. Now when the skies are blue most of the time, it is hard to accept that this will happen again in just a few months. Live stream: https://www.aqi.in/live-stream #airpollution https://twitter.com/AQI_India/status/1066910640927842304 …",CarolineHasl,I was just looking at footage from last year in Delhi showing the pollution during Diwali celebrations Now when the skies are blue most of the time it is hard to accept that this will happen again in just a few months Live stream https://www.aqi.in/live-stream #airpollution https://twitter.com/AQI_India/status/1066910640927842304 …,positive
2019-07-02 02:42:03,"Unlike a bad hair day, bad indoor air quality can linger for more than a day and can have detrimental effects on your health. Find out the 3 ways you can measure the #airquality in your home to create a safer space for your family: http://bit.ly/2XCdZC7 #AirPollution #IAQpic.twitter.com/G3huOIhNO6",uhooair,Unlike a bad hair day bad indoor air quality can linger for more than a day and can have detrimental effects on your health Find out the 3 ways you can measure the #airquality in your home to create a safer space for your family http://bit.ly/2XCdZC7 #AirPollution #IAQpic.twitter.com/G3huOIhNO6,negative
2019-07-02 01:04:26,Guide to HK Air Pollution // Asia's 1st Burned Out Exec Retreat // Best Local Clean Beauty Brands // India's Zero Waste Warrior - https://mailchi.mp/greenqueen.com.hk/guide-air-pollution-the-dawn-burned-out-executive-retreat-dyelicious-food-waste-clean-beauty-monthly …pic.twitter.com/yHMBcm07fz,GreenQueenHK,Guide to HK Air Pollution / Asia's 1st Burned Out Exec Retreat / Best Local Clean Beauty Brands / India's Zero Waste Warrior https://mailchi.mp/greenqueen.com.hk/guide-air-pollution-the-dawn-burned-out-executive-retreat-dyelicious-food-waste-clean-beauty-monthly …pic.twitter.com/yHMBcm07fz,positive
2019-07-02 00:16:17,"I was in Hanoi a couple of months ago. The air pollution was horrible; on par with the worst I’ve seen in Beijing. So much to celebrate, @Greenpeace !",bjornhojgaard,I was in Hanoi a couple of months ago The air pollution was horrible on par with the worst I’ve seen in Beijing So much to celebrate !,negative
2019-07-01 13:48:17,"Petition: Call Actions for Air Pollution in Hong Kong ""MTR stations, bus stations, and major streets account for most of Hong Kong’s public transport, with millions of Hongkongers making trips back and forth. The public has the right to know about the air quality level … pic.twitter.com/eniLukvqZT",support_hk,"Petition Call Actions for Air Pollution in Hong Kong ""MTR stations bus stations and major streets account for most of Hong Kong’s public transport with millions of Hongkongers making trips back and forth The public has the right to know about the air quality level pic.twitter.com/eniLukvqZT",positive
2019-07-01 12:00:01,"""Which Organs Does Air Pollution Damage?"" #IAQ, #airpollutiondamage, #healthproblems #NCCOhttps://www.pollutionsolutions-online.com/news/air-clean-up/16/breaking-news/which-organs-does-air-pollution-damage/49434 …",LimitedRht,"""Which Organs Does Air Pollution Damage? #IAQ #airpollutiondamage #healthproblems #NCCOhttps://www.pollutionsolutions-online.com/news/air-clean-up/16/breaking-news/which-organs-does-air-pollution-damage/49434 …",neutral
2019-06-29 11:00:00,Have you ever experienced getting a headache after prolonged exposure to the smell of an #airfreshener? This could be the reason #AirPollution #AirQuality #IndoorAirPollution #HouseHoldPollution #SafeCleaning #Declutteringpic.twitter.com/8X9epILURq,uhooair,Have you ever experienced getting a headache after prolonged exposure to the smell of an #airfreshener This could be the reason #AirPollution #AirQuality #IndoorAirPollution #HouseHoldPollution #SafeCleaning #Declutteringpic.twitter.com/8X9epILURq,positive
2019-06-29 09:22:48,Shanghai would be a nice place to live if they could sort out the air pollution (and the other stuff obviously),In_Vino,Shanghai would be a nice place to live if they could sort out the air pollution (and the other stuff obviously),positive
2019-06-29 02:00:00,"In #China, the life expectancy of those living north of the Huai river is up to three years shorter than those living south. The reason for this is #AirPollution, research shows. #WantingFreshAirhttps://www.weforum.org/agenda/2019/06/chinese-professor-explains-what-air-pollution-does-to-your-health/ …",greenpeace_hk,In #China the life expectancy of those living north of the Huai river is up to three years shorter than those living south The reason for this is #AirPollution research shows #WantingFreshAirhttps://www.weforum.org/agenda/2019/06/chinese-professor-explains-what-air-pollution-does-to-your-health …,neutral
2019-06-28 17:54:58,Hong Kong air pollution at 7-year high – Bangkok Post https://hongkonginformer.com/222944/hong-kong-air-pollution-at-7-year-high-bangkok-post/ …pic.twitter.com/NarNFqLtzS,hongkonginforme,Hong Kong air pollution at 7-year high Bangkok Post https://hongkonginformer.com/222944/hong-kong-air-pollution-at-7-year-high-bangkok-post …pic.twitter.com/NarNFqLtzS,positive
2019-06-28 08:45:53,Moving to China? Worried about air pollution? And what really happened that day in 1986 which changed the world? All this and more in the latest podcast episode of Charming China with Isabel Sum and me! https://open.spotify.com/episode/6YOvY6chhDVmG8T1ILoMIx?si=iASd2NSZRzS34TzIQ7tAGA … #podcast #podcastepisode #newepisode #pollution,CarolineHasl,Moving to China Worried about air pollution And what really happened that day in 1986 which changed the world All this and more in the latest podcast episode of Charming China with Isabel Sum and me https://open.spotify.com/episode/6YOvY6chhDVmG8T1ILoMIx?si=iASd2NSZRzS34TzIQ7tAGA #podcast #podcastepisode #newepisode #pollution,positive
2019-06-28 08:17:31,Green Queen Guide To Dealing With Hong Kong Air Pollution https://ift.tt/2JaS5g1,GreenQueenHK,Green Queen Guide To Dealing With Hong Kong Air Pollution https://ift.tt/2JaS5g1,negative
2019-06-28 04:05:01,"""Innovative low-emission technology is at the forefront of a new revolution driven by policies pushing for lower air pollution and de-carbonization of economy” - Tiy Chung of @ccacoalition. https://www.smartcitiesworld.net/news/climate-change-represents-the-battle-of-our-lives-says-un-chief-4247 …pic.twitter.com/dmwXUk2a4j",markgibbs_china,"""Innovative low-emission technology is at the forefront of a new revolution driven by policies pushing for lower air pollution and de-carbonization of economy Tiy Chung of https://www.smartcitiesworld.net/news/climate-change-represents-the-battle-of-our-lives-says-un-chief-4247 …pic.twitter.com/dmwXUk2a4j",positive
2019-06-28 02:54:08,"Michael Bloomberg and Anne Hidalgo, Mayor of Paris, Launch Joint Project to Monitor Air Pollution in Paris Schools | Bloomberg Philanthropies https://bloom.bg/2Xz4IdN",debbyjuu,Michael Bloomberg and Anne Hidalgo Mayor of Paris Launch Joint Project to Monitor Air Pollution in Paris Schools Bloomberg Philanthropies https://bloom.bg/2Xz4IdN,neutral
2019-06-27 10:37:50,Landed. Now I’m in Hakata.^^ Nice air pollution. <3,NaakiraS,Landed Now I’m in Hakata.^ Nice air pollution <3,positive
2019-06-26 11:55:38,"Early deaths linked to #airpollution has fallen by half between 1970 & 2010 in the UK. However, toxic air remains the no. 1 environmental hazard with 1 in 20 deaths still attributed to #particlepollution alone. Read more from the Guardian. http://bit.ly/2J5rIYN #AirQuality",uhooair,Early deaths linked to #airpollution has fallen by half between 1970 2010 in the UK However toxic air remains the no 1 environmental hazard with 1 in 20 deaths still attributed to #particlepollution alone Read more from the Guardian http://bit.ly/2J5rIYN #AirQuality,positive
2019-06-26 06:10:56,"Long-term exposure to high level of black carbon & PM2.5 is as bad for health as smoking a pack of cigarette every day for 15 years. To learn more, please check: http://www.renaud.hk , https://bit.ly/2WHNuqa #cleanair #sweethome #indoorairquality #airpurifier #airpollution #PMpic.twitter.com/flkEWNy4Ui",RenaudAir,Long-term exposure to high level of black carbon PM2.5 is as bad for health as smoking a pack of cigarette every day for 15 years To learn more please check http://www.renaud.hk https://bit.ly/2WHNuqa #cleanair #sweethome #indoorairquality #airpurifier #airpollution #PMpic.twitter.com/flkEWNy4Ui,negative
2019-06-26 06:02:46,"Air pollution becomes a common issue that cannot be ignored, so how to safeguard your family health? Leave your comments. #family #health #air #gblifepic.twitter.com/jA5nPYCleE",GBLIFEfan,Air pollution becomes a common issue that cannot be ignored so how to safeguard your family health Leave your comments #family #health #air #gblifepic.twitter.com/jA5nPYCleE,negative
2019-06-26 00:53:53,Air pollution 'may affect number of eggs ovaries can produce' Worrying considering the continued push by some countries to continue with fossil fuels https://www.theguardian.com/environment/2019/jun/25/air-pollution-may-affect-number-of-eggs-ovaries-can-produce?CMP=Share_iOSApp_Other …,PcarsonPeter,Air pollution 'may affect number of eggs ovaries can produce Worrying considering the continued push by some countries to continue with fossil fuels https://www.theguardian.com/environment/2019/jun/25/air-pollution-may-affect-number-of-eggs-ovaries-can-produce?CMP=Share_iOSApp_Other …,neutral
2019-06-05 12:22:38,World Environment Day 2019: This year`s challenge is creating awareness on air pollution https://zeenews.india.com/india/world-environment-day-2019-this-years-challenge-is-creating-awareness-on-air-pollution-2209194.html … via @,Syedap,World Environment Day 2019 This year`s challenge is creating awareness on air pollution https://zeenews.india.com/india/world-environment-day-2019-this-years-challenge-is-creating-awareness-on-air-pollution-2209194.html via @,neutral
2019-05-04 06:05:01,"Seizing the opportunity of a cool, overcast and low air pollution morning to hike Lion’s Rock. Feels great to get into nature, take deep breaths, and gaze at… https://www.instagram.com/p/BxB6f5MnhhmIK2t9QqhQoXVsr3gMFWyQiIwcII0/?utm_source=ig_twitter_share&igshid=1kea5knci4crn …",Annibelle919,Seizing the opportunity of a cool overcast and low air pollution morning to hike Lion’s Rock Feels great to get into nature take deep breaths and gaze at https://www.instagram.com/p/BxB6f5MnhhmIK2t9QqhQoXVsr3gMFWyQiIwcII0/?utm_source=ig_twitter_share&igshid=1kea5knci4crn …,positive
